Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly
Male,Bangalore,Tier2,Mechanical,Networking,No,No,5.25,56.7,0,0,0.0,0,0,38.3,2.85,18.7,37.5,No,0,0
Male,Delhi,Tier2,CS,Embedded,Yes,Yes,7.58,83.5,0,2,2.0,2,0,79.4,6.74,57.4,65.1,No,1,0
Female,Ahmedabad,Tier3,Civil,Embedded,No,Yes,7.48,74.1,2,3,2.0,3,1,74.9,6.59,71.6,71.8,Yes,0,0
Female,Pune,Tier2,Civil,DataScience,No,No,6.21,66.7,1,1,1.0,0,0,46.3,4.67,37.2,,Yes,0,0
Male,Pune,Tier1,CS,Networking,No,No,6.78,69.9,1,2,,1,0,62.7,5.44,51.1,56.0,Yes,0,0
Male,Hyderabad,Tier2,Mechanical,Networking,No,No,6.98,71.0,1,2,2.0,2,0,64.6,,55.7,,No,0,0
Male,Pune,Tier2,CS,DataScience,No,No,7.12,72.9,2,3,2.0,1,1,58.1,5.78,45.5,64.1,No,0,0
Male,Jaipur,Tier3,IT,Networking,Yes,Yes,5.9,66.9,0,1,0.0,1,0,42.8,4.51,30.8,35.2,No,0,0
Male,Hyderabad,Tier1,ECE,Embedded,Yes,Yes,6.9,73.7,1,3,0.0,1,0,61.3,6.23,52.8,65.0,Yes,1,0
Female,Delhi,Tier2,EE,DataScience,Yes,Yes,7.5,87.2,2,1,3.0,3,0,59.1,7.56,55.9,63.3,Yes,1,0
Male,Chennai,Tier1,ECE,Embedded,Yes,Yes,6.54,68.1,1,0,1.0,1,0,56.8,4.67,43.9,53.5,No,0,0
Male,Ahmedabad,Tier3,IT,Networking,No,Yes,7.38,74.1,1,2,,1,1,67.6,7.22,59.5,45.0,No,1,0
Female,Mumbai,Tier3,IT,Embedded,Yes,Yes,6.99,71.0,1,3,1.0,3,0,61.7,5.21,37.5,55.6,No,0,0
Female,Pune,Tier3,Mechanical,Networking,Yes,No,7.0,72.7,1,2,2.0,3,0,70.8,6.3,53.3,62.5,No,0,0
Male,Jaipur,Tier3,CS,DataScience,Yes,Yes,6.67,63.1,1,2,0.0,2,0,48.5,4.2,39.9,,No,1,0
Female,Bangalore,Tier3,ECE,Embedded,Yes,No,6.02,62.0,0,0,0.0,1,0,45.8,4.57,41.2,41.8,Yes,0,0
Female,Hyderabad,Tier2,EE,AI,No,No,8.25,75.8,2,4,3.0,5,1,94.1,8.03,81.4,84.8,No,1,0
Female,Kolkata,Tier2,CS,DataScience,Yes,No,7.14,81.7,1,4,1.0,2,0,72.6,7.09,41.1,73.1,No,0,0
Male,Chennai,Tier1,ECE,Networking,No,Yes,6.92,76.2,0,2,1.0,3,0,66.4,5.14,51.3,60.5,Yes,1,0
Male,Chennai,Tier2,CS,DataScience,Yes,No,8.34,80.4,3,5,4.0,4,1,86.8,8.05,69.8,81.5,No,0,0
Female,Ahmedabad,Tier1,CS,Embedded,Yes,No,8.35,82.6,2,5,3.0,4,2,75.2,7.55,80.9,,Yes,1,0
Male,Chennai,Tier2,CS,DataScience,Yes,Yes,8.11,90.8,2,3,3.0,3,0,68.5,7.32,72.8,68.8,Yes,1,0
Male,Jaipur,Tier1,Civil,AI,Yes,No,7.53,78.6,1,3,2.0,2,0,63.8,6.19,64.3,,Yes,0,0
Male,Kolkata,Tier3,IT,Networking,No,No,7.37,73.9,3,3,3.0,2,1,76.2,6.76,59.3,56.8,No,0,0
Female,Mumbai,Tier3,Mechanical,Embedded,No,No,6.8,67.6,1,0,1.0,2,0,66.5,6.71,60.2,56.6,Yes,0,0
Female,Ahmedabad,Tier3,Civil,Networking,Yes,No,6.37,57.0,1,1,1.0,2,0,50.5,3.99,30.8,51.4,Yes,0,0
Male,Ahmedabad,Tier1,IT,Networking,No,Yes,6.99,71.4,0,2,2.0,2,0,59.1,5.55,47.6,57.3,No,0,0
Female,Delhi,Tier3,Civil,Embedded,No,No,8.33,94.0,3,3,4.0,4,1,71.5,7.67,73.4,80.3,Yes,0,0
Male,Bangalore,Tier2,Mechanical,DataScience,Yes,No,8.44,85.5,3,3,5.0,6,2,80.4,8.82,82.7,88.9,No,1,0
Male,Bangalore,Tier1,ECE,AI,Yes,No,6.76,61.5,0,0,2.0,0,0,63.4,5.27,42.8,53.8,No,1,0
Female,Pune,Tier3,Mechanical,AI,Yes,Yes,4.85,53.2,0,0,0.0,0,0,25.1,3.21,0.9,20.8,No,0,0
Male,Kolkata,Tier1,ECE,DataScience,No,No,7.13,74.4,0,2,1.0,3,1,61.6,5.45,60.0,66.6,No,1,0
Male,Chennai,Tier3,CS,Embedded,No,No,6.36,60.3,0,1,1.0,1,0,54.8,4.18,35.8,48.2,No,0,0
Male,Bangalore,Tier3,Civil,DataScience,No,No,7.56,80.6,1,3,2.0,2,1,74.4,7.0,68.4,79.4,Yes,0,0
Female,Jaipur,Tier2,IT,AI,No,No,7.73,85.0,2,4,,2,1,68.1,,78.9,66.3,Yes,0,0
Female,Mumbai,Tier2,Mechanical,AI,Yes,Yes,5.79,59.6,0,0,0.0,0,0,42.6,3.31,36.5,42.7,No,0,0
Female,Chennai,Tier3,CS,DataScience,No,Yes,7.45,64.9,1,4,1.0,2,1,77.9,6.3,61.4,58.5,Yes,1,0
Female,Jaipur,Tier2,CS,AI,No,No,7.63,81.1,1,3,3.0,2,1,74.4,7.44,66.7,76.9,Yes,1,0
Male,Pune,Tier1,ECE,Networking,Yes,Yes,8.32,89.6,2,6,3.0,3,1,79.4,9.11,71.7,79.2,No,1,0
Female,Chennai,Tier2,EE,Networking,No,No,6.11,50.8,0,0,0.0,1,0,52.0,4.85,31.2,,No,0,0
Male,Mumbai,Tier2,ECE,AI,Yes,No,7.22,68.6,0,3,3.0,3,0,,6.51,62.1,59.8,Yes,0,0
Male,Kolkata,Tier3,EE,AI,No,No,5.7,61.0,0,0,0.0,1,0,50.9,4.4,19.7,37.0,No,0,0
Female,Mumbai,Tier3,ECE,AI,No,No,6.41,63.7,1,0,1.0,1,0,,4.02,46.5,41.3,Yes,0,0
Female,Delhi,Tier2,IT,Networking,Yes,No,6.79,68.5,1,2,1.0,2,1,57.6,4.93,49.4,63.0,Yes,1,0
Male,Mumbai,Tier1,Mechanical,AI,No,No,7.34,74.5,2,2,3.0,2,1,55.8,7.62,51.7,66.1,Yes,0,0
Male,Mumbai,Tier2,CS,Embedded,No,No,6.94,76.6,0,1,2.0,1,0,58.0,5.59,49.8,66.0,Yes,0,0
Female,Kolkata,Tier2,Mechanical,AI,No,No,8.33,86.1,3,4,,3,2,82.1,8.06,72.4,84.8,Yes,1,0
Female,Jaipur,Tier2,Mechanical,Embedded,No,No,8.13,85.7,3,4,3.0,5,1,72.1,6.83,78.2,87.8,No,1,0
Female,Delhi,Tier3,IT,Networking,No,No,7.7,88.3,1,2,,3,1,72.1,6.22,65.4,71.9,Yes,1,0
Male,Bangalore,Tier3,CS,DataScience,No,No,7.51,72.0,1,2,2.0,3,0,63.7,5.77,60.3,64.2,No,1,0
Male,Hyderabad,Tier2,IT,DataScience,No,No,7.31,77.4,1,3,2.0,2,0,,7.22,54.1,77.5,No,0,0
Male,Kolkata,Tier3,EE,Embedded,No,No,8.97,96.9,2,3,4.0,5,1,88.0,9.46,89.9,83.8,No,1,0
Female,Hyderabad,Tier2,Mechanical,AI,Yes,No,6.78,62.0,0,1,1.0,2,0,49.5,6.68,56.7,57.9,Yes,0,0
Female,Delhi,Tier1,IT,AI,Yes,No,5.97,61.6,1,0,0.0,0,0,49.9,3.91,40.8,53.9,No,0,0
Male,Ahmedabad,Tier2,CS,Embedded,Yes,No,8.66,86.7,2,4,3.0,4,2,,8.84,94.6,,Yes,1,0
Male,Bangalore,Tier2,IT,Networking,No,No,6.49,64.6,0,2,1.0,2,0,44.2,5.24,45.8,64.3,No,0,0
Male,Pune,Tier2,Mechanical,DataScience,No,Yes,7.53,77.5,1,5,2.0,3,0,72.5,6.85,69.0,67.7,Yes,0,1
Female,Chennai,Tier1,CS,AI,Yes,No,6.68,68.3,1,1,0.0,0,0,56.2,,51.1,65.1,Yes,0,0
Female,Ahmedabad,Tier2,CS,DataScience,Yes,No,6.63,80.4,1,2,1.0,1,0,52.8,,59.3,56.7,No,0,0
Male,Bangalore,Tier2,Mechanical,DataScience,Yes,No,8.36,83.3,2,3,3.0,5,1,84.3,8.35,85.0,96.4,No,0,0
Male,Bangalore,Tier2,Mechanical,DataScience,No,No,6.53,62.3,1,1,1.0,0,0,55.2,5.42,45.0,61.0,Yes,0,0
Female,Bangalore,Tier2,IT,DataScience,No,No,7.68,82.2,1,2,1.0,2,0,75.2,,67.1,58.2,Yes,1,0
Male,Pune,Tier2,Civil,Embedded,No,No,7.93,85.1,1,3,3.0,3,1,67.1,8.03,72.0,,Yes,1,0
Female,Mumbai,Tier2,IT,Embedded,Yes,No,8.34,100.0,2,4,3.0,4,1,,9.27,62.5,81.7,Yes,1,0
Male,Pune,Tier2,ECE,Embedded,Yes,No,6.4,65.6,1,2,1.0,2,0,68.5,4.66,43.7,46.3,Yes,0,0
Male,Hyderabad,Tier2,Civil,Networking,Yes,No,7.48,75.4,2,2,1.0,2,0,79.1,7.17,62.8,63.3,Yes,1,0
Female,Pune,Tier2,ECE,Networking,Yes,No,5.6,59.2,0,0,0.0,0,1,48.2,3.87,30.5,32.2,No,0,0
Male,Jaipur,Tier2,Mechanical,DataScience,No,Yes,8.34,87.3,2,3,3.0,4,1,80.5,8.53,92.6,93.7,Yes,1,0
Male,Jaipur,Tier1,IT,Embedded,No,Yes,8.27,72.9,2,4,,2,0,75.2,7.02,80.1,80.5,Yes,1,0
Male,Delhi,Tier1,IT,DataScience,No,Yes,7.77,77.1,2,4,2.0,5,1,70.3,7.51,71.5,68.1,No,1,1
Male,Hyderabad,Tier2,CS,Networking,Yes,No,7.75,86.4,1,4,1.0,4,1,71.7,8.1,61.3,58.6,Yes,0,0
Male,Delhi,Tier3,Mechanical,Embedded,No,No,9.1,89.6,3,5,,4,2,90.8,9.21,87.9,100.0,No,1,0
Male,Ahmedabad,Tier3,ECE,AI,Yes,No,4.99,43.4,0,0,0.0,0,0,29.2,2.96,31.3,29.4,No,0,0
Male,Kolkata,Tier2,ECE,Embedded,No,No,6.0,71.1,0,0,0.0,0,0,30.9,4.67,27.9,46.6,Yes,0,0
Male,Chennai,Tier2,ECE,AI,Yes,No,6.81,63.5,1,1,0.0,1,1,61.4,4.86,49.4,63.5,No,0,0
Female,Chennai,Tier3,Mechanical,DataScience,Yes,Yes,8.26,86.5,2,2,3.0,3,1,74.4,8.6,75.2,75.9,No,1,0
Female,Delhi,Tier3,IT,DataScience,Yes,No,7.68,82.7,2,3,,2,1,84.9,6.93,71.8,67.1,No,1,0
Male,Jaipur,Tier3,Civil,AI,Yes,No,7.13,74.3,1,1,1.0,2,1,61.1,5.94,60.7,58.0,No,1,0
Male,Jaipur,Tier1,EE,Networking,Yes,No,7.4,78.1,1,3,2.0,2,0,,7.21,62.2,,No,0,0
Male,Hyderabad,Tier2,ECE,Embedded,Yes,No,7.06,65.2,0,1,1.0,1,1,60.3,5.74,,,Yes,1,0
Female,Delhi,Tier2,ECE,AI,Yes,No,7.53,75.3,2,3,3.0,3,1,81.1,,57.2,77.8,No,1,0
Female,Jaipur,Tier1,EE,Networking,Yes,No,6.92,65.9,1,0,0.0,1,0,67.4,6.14,65.2,51.4,Yes,0,0
Male,Bangalore,Tier2,EE,DataScience,No,No,8.19,77.1,2,5,2.0,3,0,,7.16,70.0,80.8,No,1,0
Male,Jaipur,Tier1,IT,Networking,No,No,6.68,72.7,0,1,,1,0,,4.8,64.4,49.7,Yes,0,0
Male,Kolkata,Tier2,CS,Networking,No,No,5.9,65.2,0,2,1.0,0,0,45.1,4.59,29.2,42.4,Yes,0,0
Male,Delhi,Tier2,IT,AI,No,No,7.28,74.6,2,4,1.0,2,0,76.2,,56.4,66.5,No,1,0
Male,Chennai,Tier1,EE,AI,Yes,No,6.17,64.6,2,1,0.0,0,0,48.6,4.65,30.5,50.4,No,0,0
Male,Pune,Tier2,Mechanical,Embedded,No,No,6.34,60.0,1,2,1.0,0,1,44.3,5.76,35.9,50.4,No,0,0
Male,Bangalore,Tier1,IT,Embedded,Yes,No,7.34,79.6,1,2,3.0,2,0,50.6,6.81,67.9,57.9,No,0,0
Male,Chennai,Tier3,CS,DataScience,Yes,No,7.19,76.2,1,1,2.0,2,0,53.8,5.98,44.5,60.0,No,0,0
Male,Mumbai,Tier1,IT,Embedded,Yes,No,6.9,71.2,1,2,2.0,1,1,62.5,5.64,59.5,,Yes,0,0
Male,Chennai,Tier2,Mechanical,AI,Yes,Yes,7.5,83.4,1,4,3.0,1,1,71.1,6.57,63.3,68.6,Yes,0,0
Female,Chennai,Tier2,ECE,AI,Yes,No,4.37,45.0,0,0,0.0,0,0,17.2,2.36,0.1,29.6,No,0,0
Male,Chennai,Tier2,CS,DataScience,No,No,6.6,57.2,1,3,3.0,0,1,44.3,6.04,47.0,49.6,No,0,0
Female,Pune,Tier2,IT,DataScience,No,No,7.93,81.1,2,3,2.0,1,0,75.8,6.6,78.3,79.7,No,1,0
Male,Delhi,Tier3,ECE,Networking,No,No,7.57,74.7,1,3,,2,1,63.2,,60.0,60.7,Yes,0,0
Female,Delhi,Tier2,Civil,DataScience,Yes,No,7.96,86.0,2,3,3.0,3,1,68.3,8.41,72.1,77.7,No,1,0
Female,Bangalore,Tier1,Civil,Embedded,Yes,No,6.4,57.8,0,0,0.0,0,0,42.9,4.87,33.5,61.6,No,0,0
Female,Kolkata,Tier3,IT,DataScience,Yes,No,6.78,73.5,2,2,2.0,0,0,60.7,5.26,55.6,62.3,Yes,1,0
Female,Mumbai,Tier2,Civil,AI,Yes,No,7.57,65.9,2,3,2.0,4,1,70.5,5.86,52.5,71.0,Yes,1,0
Female,Delhi,Tier1,CS,Networking,No,No,7.45,73.2,1,2,3.0,4,0,59.5,6.95,71.1,71.2,Yes,1,0
Female,Hyderabad,Tier2,Mechanical,Embedded,Yes,Yes,7.08,74.9,1,3,,2,0,62.9,5.86,64.2,56.2,No,0,0
Female,Bangalore,Tier1,Civil,DataScience,No,No,7.84,74.5,2,3,2.0,3,0,70.6,8.21,70.6,72.6,Yes,1,0
Male,Ahmedabad,Tier2,ECE,Networking,No,Yes,8.44,89.4,2,5,3.0,4,0,80.1,8.14,76.2,67.3,No,1,0
Male,Ahmedabad,Tier2,EE,AI,Yes,Yes,7.08,64.5,2,3,2.0,3,0,66.0,4.73,61.0,73.9,No,1,0
Male,Pune,Tier1,EE,DataScience,No,No,6.72,68.8,0,2,1.0,1,0,54.2,,33.5,46.1,No,0,0
Female,Hyderabad,Tier2,Civil,AI,No,No,6.22,62.9,0,2,0.0,0,0,42.7,4.44,51.8,42.2,No,0,0
Male,Chennai,Tier2,CS,AI,Yes,No,7.91,88.5,2,2,3.0,3,2,72.0,7.43,65.0,74.0,Yes,0,0
Male,Delhi,Tier3,IT,DataScience,Yes,No,7.81,68.9,1,3,3.0,3,1,82.6,6.73,70.3,71.7,No,1,0
Female,Delhi,Tier3,IT,AI,No,Yes,6.66,70.1,1,0,2.0,3,1,40.2,5.41,53.4,56.5,Yes,1,0
Male,Jaipur,Tier2,CS,AI,Yes,No,7.48,72.7,0,3,2.0,2,1,62.9,6.34,58.1,66.2,No,1,0
Male,Hyderabad,Tier2,Civil,DataScience,No,No,8.67,78.5,3,4,,4,1,84.7,8.15,86.8,82.9,Yes,1,0
Male,Mumbai,Tier1,CS,Networking,No,No,5.17,45.5,0,0,0.0,0,0,35.4,3.57,20.9,,No,0,0
Male,Delhi,Tier2,IT,Embedded,No,No,7.16,75.7,2,2,3.0,3,0,59.8,6.65,64.7,63.1,No,1,0
Male,Mumbai,Tier3,IT,Embedded,Yes,Yes,7.13,74.1,2,2,2.0,2,1,60.9,6.27,61.3,60.6,Yes,0,0
Male,Mumbai,Tier1,Civil,DataScience,No,No,6.9,67.0,2,1,1.0,3,0,50.6,5.77,57.9,59.7,No,0,0
Male,Mumbai,Tier1,Civil,AI,Yes,No,7.22,78.1,0,3,1.0,3,1,51.5,5.51,62.2,70.7,No,0,0
Male,Bangalore,Tier2,IT,DataScience,Yes,No,6.73,64.7,1,1,2.0,1,0,63.5,7.21,54.1,59.2,Yes,0,0
Male,Mumbai,Tier2,Civil,AI,No,No,6.72,70.2,2,3,1.0,2,0,59.8,4.47,42.4,50.8,No,0,0
Female,Mumbai,Tier1,IT,Networking,No,Yes,7.51,78.1,0,4,4.0,2,0,74.4,7.34,62.9,80.7,No,1,0
Male,Bangalore,Tier1,Mechanical,Networking,No,No,5.37,57.1,1,0,0.0,0,0,45.9,2.75,28.0,38.6,No,0,0
Female,Mumbai,Tier1,Mechanical,DataScience,No,No,7.42,79.5,1,4,3.0,3,0,69.1,6.4,59.1,67.7,Yes,0,0
Female,Pune,Tier1,IT,Networking,No,Yes,7.09,70.9,1,2,2.0,2,0,,6.2,62.5,52.9,Yes,0,0
Male,Mumbai,Tier2,CS,Embedded,Yes,No,6.05,63.6,0,2,0.0,1,0,53.7,4.68,40.3,42.2,Yes,0,0
Male,Pune,Tier1,CS,DataScience,No,No,7.28,67.8,1,3,2.0,0,1,63.0,6.05,59.8,76.4,Yes,1,0
Male,Bangalore,Tier2,ECE,AI,No,Yes,6.91,72.2,0,1,2.0,1,0,50.9,6.37,54.1,49.7,No,0,0
Female,Kolkata,Tier3,EE,Embedded,Yes,No,5.45,69.7,0,0,0.0,0,0,38.0,3.26,28.8,28.0,No,0,0
Female,Pune,Tier1,Civil,Networking,Yes,No,5.89,58.5,0,2,0.0,0,0,39.3,4.28,62.3,43.7,No,0,0
Female,Chennai,Tier3,IT,Networking,No,Yes,8.09,91.4,2,3,4.0,2,1,76.7,7.67,67.6,88.6,Yes,1,0
Male,Pune,Tier2,ECE,AI,Yes,No,6.64,65.2,0,3,0.0,2,0,47.1,6.37,55.8,56.8,Yes,0,0
Female,Bangalore,Tier2,CS,DataScience,No,Yes,7.55,72.7,2,2,2.0,2,1,,5.52,65.1,66.3,Yes,1,0
Male,Jaipur,Tier3,ECE,Embedded,No,Yes,7.63,76.4,0,2,2.0,2,0,65.7,7.13,,64.8,No,0,0
Female,Kolkata,Tier2,CS,Embedded,No,No,8.69,85.5,2,5,3.0,4,0,78.0,8.28,80.3,90.2,Yes,1,0
Male,Ahmedabad,Tier1,CS,AI,Yes,No,8.48,81.8,2,4,3.0,5,1,68.0,7.55,100.0,85.0,Yes,1,0
Female,Jaipur,Tier3,EE,Networking,No,No,7.39,73.6,1,2,1.0,3,0,61.8,7.15,48.3,64.2,Yes,1,0
Female,Ahmedabad,Tier2,ECE,DataScience,Yes,No,9.01,86.7,3,5,4.0,6,2,92.1,8.86,96.6,90.3,Yes,1,0
Male,Hyderabad,Tier3,EE,DataScience,Yes,No,9.0,91.4,3,2,4.0,5,1,85.7,7.41,,83.4,Yes,1,0
Female,Ahmedabad,Tier1,CS,AI,No,No,6.66,71.5,1,2,1.0,1,0,,5.75,54.4,56.7,No,0,0
Male,Ahmedabad,Tier2,CS,Networking,No,Yes,6.06,73.3,0,2,0.0,0,0,53.9,4.82,37.3,42.3,No,0,0
Female,Pune,Tier3,IT,Embedded,No,No,6.33,64.0,1,3,0.0,1,0,,6.49,41.3,,Yes,0,0
Male,Hyderabad,Tier2,EE,DataScience,Yes,No,6.69,68.3,0,2,1.0,0,0,57.3,,32.4,57.5,No,0,0
Female,Mumbai,Tier2,Civil,AI,Yes,No,7.12,81.6,2,4,2.0,2,0,62.5,6.52,52.3,62.2,No,0,0
Male,Delhi,Tier2,ECE,Embedded,Yes,Yes,7.68,69.3,1,2,1.0,3,1,66.7,5.92,58.9,62.5,No,0,0
Female,Jaipur,Tier2,CS,AI,Yes,No,7.22,59.8,2,4,0.0,1,0,72.0,5.87,59.8,62.4,No,1,0
Female,Mumbai,Tier3,CS,Embedded,Yes,No,5.62,53.3,0,1,,1,0,41.9,4.21,26.8,38.6,No,0,0
Female,Pune,Tier2,CS,Embedded,No,No,8.29,90.8,2,3,3.0,2,0,75.1,8.68,79.0,71.6,Yes,1,0
Female,Bangalore,Tier3,IT,DataScience,No,Yes,8.74,93.2,2,5,5.0,5,2,,8.41,,86.2,Yes,1,0
Female,Pune,Tier1,EE,DataScience,Yes,Yes,7.64,78.5,1,2,3.0,3,1,78.3,7.28,70.2,75.7,No,1,0
Female,Chennai,Tier2,IT,DataScience,No,Yes,6.76,68.7,0,2,1.0,2,0,56.8,5.25,54.3,54.5,No,0,0
Male,Bangalore,Tier3,EE,Networking,Yes,No,7.16,72.6,1,3,0.0,4,0,62.4,6.81,,50.2,Yes,1,0
Female,Kolkata,Tier2,IT,Networking,Yes,No,6.04,68.8,0,1,0.0,1,0,53.6,4.52,30.7,45.3,Yes,0,0
Male,Ahmedabad,Tier2,ECE,Embedded,No,Yes,6.69,68.9,0,0,1.0,2,0,40.7,5.8,37.1,51.8,Yes,1,0
Female,Delhi,Tier3,Civil,AI,Yes,No,8.58,84.9,3,4,3.0,3,1,78.9,7.94,76.3,80.2,No,1,0
Male,Pune,Tier1,Mechanical,DataScience,Yes,No,8.2,78.2,1,4,3.0,4,1,76.4,6.65,76.3,65.4,No,0,1
Male,Jaipur,Tier2,IT,Embedded,No,No,8.2,86.6,2,3,3.0,3,1,,6.61,83.3,79.9,Yes,1,0
Male,Mumbai,Tier3,IT,AI,Yes,No,8.48,89.1,3,4,,2,1,84.0,7.13,86.0,84.6,No,1,0
Male,Mumbai,Tier2,Mechanical,Networking,Yes,Yes,6.59,67.8,0,1,2.0,1,0,47.8,,41.4,58.4,Yes,0,0
Male,Bangalore,Tier2,IT,DataScience,Yes,No,7.43,81.2,1,4,3.0,4,1,68.1,7.09,54.1,,No,0,0
Female,Mumbai,Tier3,IT,Embedded,No,No,6.26,75.6,0,1,0.0,2,0,49.7,5.38,46.9,48.6,No,0,0
Female,Bangalore,Tier3,ECE,Networking,Yes,Yes,6.75,62.5,1,2,0.0,0,0,61.9,5.7,,54.2,Yes,1,0
Male,Kolkata,Tier3,ECE,Networking,Yes,No,7.36,77.9,1,3,1.0,2,0,59.9,6.72,,66.7,No,1,0
Female,Mumbai,Tier2,IT,AI,Yes,No,7.27,62.4,2,1,,1,0,66.5,5.94,56.7,52.3,No,0,0
Female,Pune,Tier1,IT,Networking,Yes,No,8.45,85.6,3,4,4.0,3,1,75.0,7.14,77.8,85.0,No,1,0
Male,Mumbai,Tier3,Mechanical,Embedded,No,No,7.68,79.9,1,3,3.0,2,1,63.5,7.71,61.5,65.8,No,0,0
Male,Kolkata,Tier3,Civil,Networking,No,Yes,5.84,68.6,0,0,1.0,1,0,42.7,4.49,25.4,52.3,Yes,0,0
Male,Ahmedabad,Tier2,CS,DataScience,No,No,8.01,78.8,2,4,3.0,1,1,,7.66,76.1,71.0,Yes,1,0
Female,Ahmedabad,Tier1,CS,AI,No,No,6.63,61.7,1,2,0.0,2,0,50.0,5.25,43.1,61.8,No,0,0
Male,Ahmedabad,Tier3,EE,DataScience,No,No,7.02,70.7,0,2,2.0,0,0,58.7,5.47,41.8,55.5,No,0,0
Female,Bangalore,Tier2,EE,DataScience,No,No,7.18,69.6,0,3,3.0,4,1,53.3,5.81,59.9,,No,1,0
Female,Mumbai,Tier1,IT,DataScience,No,Yes,7.04,78.7,1,1,0.0,2,0,69.4,5.78,60.0,50.1,No,0,0
Male,Mumbai,Tier2,ECE,Networking,Yes,No,7.0,70.0,1,2,1.0,1,0,56.7,5.96,54.3,56.3,No,0,0
Female,Mumbai,Tier3,CS,Networking,Yes,Yes,7.51,73.1,1,2,3.0,3,1,75.0,7.04,64.4,76.4,Yes,0,0
Female,Ahmedabad,Tier2,CS,AI,No,Yes,8.36,86.1,2,4,3.0,3,1,76.8,9.02,77.0,71.0,No,1,0
Male,Mumbai,Tier2,EE,AI,No,Yes,6.53,62.9,0,3,1.0,0,0,58.5,4.73,66.3,51.3,No,0,0
Male,Ahmedabad,Tier2,EE,AI,No,No,7.26,74.1,1,4,1.0,2,0,77.2,6.09,71.3,60.2,No,1,0
Male,Mumbai,Tier2,IT,DataScience,Yes,No,7.27,78.8,1,3,2.0,2,1,58.8,,76.3,,No,1,0
Male,Pune,Tier2,Mechanical,Networking,Yes,No,7.12,69.9,0,2,2.0,3,0,54.3,6.39,51.5,48.7,No,0,0
Male,Jaipur,Tier1,IT,AI,Yes,No,6.65,71.7,0,1,,1,0,63.3,6.17,42.0,53.0,Yes,0,0
Female,Mumbai,Tier2,IT,Embedded,Yes,No,8.68,92.5,2,5,3.0,4,1,94.1,9.29,82.6,93.7,Yes,1,0
Male,Kolkata,Tier3,ECE,AI,No,No,6.72,64.1,1,0,,0,0,55.7,4.13,45.2,54.6,No,0,0
Male,Pune,Tier2,IT,AI,Yes,Yes,8.35,93.7,2,2,1.0,4,1,80.2,7.84,68.8,70.8,Yes,1,0
Female,Jaipur,Tier2,Mechanical,Embedded,Yes,No,9.06,96.7,2,3,4.0,5,1,94.6,8.32,86.7,87.2,Yes,1,0
Male,Mumbai,Tier1,ECE,Embedded,No,No,7.04,71.2,0,3,2.0,2,0,68.0,6.73,64.9,74.3,No,0,0
Female,Bangalore,Tier3,EE,Embedded,Yes,Yes,7.28,68.9,1,3,1.0,1,1,68.0,6.48,63.6,60.6,No,1,0
Female,Jaipur,Tier2,CS,Embedded,Yes,Yes,7.98,85.4,2,4,3.0,3,1,80.6,7.25,82.3,72.9,No,0,0
Male,Jaipur,Tier2,CS,AI,No,No,6.47,78.2,0,2,0.0,0,0,52.8,4.95,48.7,47.0,No,0,0
Male,Hyderabad,Tier2,ECE,DataScience,No,No,8.5,94.1,4,5,4.0,5,1,90.8,9.18,86.3,91.1,No,1,0
Female,Kolkata,Tier2,ECE,DataScience,No,Yes,6.74,77.3,1,3,1.0,2,0,69.3,5.74,45.3,59.7,No,0,0
Female,Hyderabad,Tier1,IT,AI,Yes,No,8.44,84.0,2,5,4.0,6,0,83.5,7.94,77.6,98.0,Yes,1,0
Female,Bangalore,Tier3,IT,AI,No,No,6.14,65.7,1,1,2.0,0,0,35.7,4.3,37.5,39.1,No,0,0
Male,Chennai,Tier2,ECE,Networking,No,No,8.21,88.3,1,4,4.0,2,0,75.0,8.01,84.6,85.8,No,1,1
Female,Kolkata,Tier2,IT,DataScience,Yes,No,5.27,59.9,0,0,0.0,0,0,,3.18,23.7,28.9,No,0,0
Female,Ahmedabad,Tier1,IT,Embedded,Yes,No,7.89,78.5,2,3,3.0,3,1,71.4,7.75,63.0,81.8,No,0,0
Male,Mumbai,Tier2,CS,Embedded,Yes,No,5.93,66.8,0,1,0.0,0,1,,4.92,21.2,47.7,Yes,0,0
Female,Mumbai,Tier1,CS,Embedded,No,No,5.57,55.7,0,0,1.0,0,0,29.4,5.15,33.9,39.5,No,0,0
Female,Hyderabad,Tier2,EE,AI,No,No,6.96,66.8,2,2,1.0,2,0,69.4,5.05,70.5,65.8,No,0,0
Male,Pune,Tier2,ECE,Networking,Yes,No,7.25,87.0,1,2,1.0,2,0,52.1,5.74,49.9,71.5,Yes,1,0
Male,Kolkata,Tier2,CS,Networking,Yes,No,7.12,69.7,2,3,2.0,2,1,65.2,6.76,65.4,75.4,No,1,0
Female,Mumbai,Tier1,ECE,DataScience,Yes,No,8.38,88.3,2,2,4.0,4,1,80.7,7.1,76.7,67.5,No,1,0
Male,Pune,Tier2,ECE,AI,No,Yes,7.43,72.3,2,2,1.0,1,1,57.8,6.8,66.3,75.4,No,1,0
